tenure,deposit,turnover,withdrawal,deposit_next
905,6821.31,36700.1,7005.65,469.85
6772,3381.86,16935.65,2652.05,126.8
2,108.52,261.06,0,35.89
1351,20853.07,73013.34,22737.07,0
2558,30325.76,170758.95,17009.19,719.44
1324,19314.01,92955.94,24343.47,5165.58
56,503.02,2081.42,0,822.09
2765,552.59,1599.33,0,0
0,1785.79,14130.93,0,0
898,6206.25,33461.8,1168.45,437
3086,19144.14,66101.98,17053.21,510.45
12,946.78,3855.14,546.61,4016.67
1254,169.98,615.43,0,21.91
326,2234.72,19367.77,0,4100.64
15,165.73,850.88,426.36,1454.05
1003,4416.76,60114.88,1250.19,22.37
694,611.8,2769.02,351.87,573.17
1928,1470.98,3911.31,0,231.51
287,1723.58,14027.33,0,1856.01
4934,62227.88,245844.93,50859.82,3584.31
2208,336.52,981.88,0,466.32
4065,7502.42,33099.77,5906.52,0
424,14149.65,34247.1,10084.85,0
299,47.44,164.46,0,0
801,53004.67,619745.15,20675.86,0
4352,937.61,3750.32,0,94.24
2273,35.41,11.8,0,0
850,556.71,1396.09,0,287.66
7037,42114.72,189094.62,45100.74,529.06
2215,2310.92,6871.34,2094.77,3200.52
4868,42073.13,316554.15,34254.56,237.16
4428,353.35,2529.56,0,0
1677,1383.76,1559.26,1281.24,0
5477,35253.35,321218.46,16190.87,835.12
4486,5525.16,17535,3132.2,0
3230,17070.59,172608.36,4891.35,236.46
450,118.01,573.77,0,425.48
959,58.26,293.48,141.53,361.41
1894,4418.59,33669.03,673.01,0
2960,1484.07,9108.12,667.56,0
17,1276.18,4716.57,0,0
5143,249865.78,1528141.2,207943.23,5494.46
139,11816.66,118108.17,4664.47,1880.75
6071,17447.76,77498.01,15238.22,0
204,544.18,1208.17,94.4,0
2602,10312.18,132078.11,7517.71,229.74
657,4575.61,15941.35,1872.98,0
1560,293.42,788.7,94.34,0
511,326.53,1475.47,1001.8,0
4622,23709.14,365894.01,13672.67,986.22
1487,472.98,1307.85,0,127.74
7093,41000.84,586847.64,17042.81,1181.8
893,2491.87,21956.21,2289.07,542.53
268,12855.51,61905.66,14088.55,4810.41
4362,2167.54,10010.1,2399.87,1279.82
3649,8020.84,54578.8,1746.51,0
3739,6038.43,75800.52,5202.88,1161.81
2244,508220.01,3738579.17,435093.29,0
1278,4556.73,18859.6,4317.51,0
4177,1235.21,12559.35,1715.01,0
273,13670.06,55118.96,13326.59,701.43
295,238.09,838.45,0,0
2660,1362.26,2483.2,162.11,0
5418,5924.9,17906.09,4196.31,0
5102,53535.94,281579.54,49401.89,1075.85
370,1508.22,8523,380.87,595.31
4496,4878.09,41915.74,0,0
4715,41621.65,275086.05,27559.2,1081.4
22,1364.65,3075.92,1144.84,22.93
3230,140044.33,1209545.22,136672.79,12858.6
119,887.44,4224.37,69.28,0
450,2198.41,19157.34,1828.85,0
1010,2000.1,3719.42,1738.51,232.07
4820,2057.6,10295.94,1599.62,437.48
1473,6288.28,18346.52,4886.89,94.12
5,1115.46,3208.47,2789,1165.7
1813,8939.87,49291.73,5674.92,1252.74
2088,2351.86,5586.06,1191.78,114.73
2052,7554.45,36792.94,5913.29,418.83
4201,378308.28,3137790.59,273098.94,6716.33
7526,8296.92,60101.77,6672.71,0
2828,183111.72,1339422.91,143544.9,3848.99
5625,23105.51,185264.66,5924.16,236.16
5017,25561.61,393742.05,13323.3,1084.33
2427,40375.54,199026.92,23355.98,2125.82
331,2275.11,5318.97,1176.07,0
5,141.05,377.26,164.73,410.45
925,3542.86,15251.64,2644.96,0
1872,16501.98,131316.54,13879.93,1657.59
820,264.56,829.13,0,3436.99
411,1803.4,7322.34,473.32,692.52
3946,3600.6,17558.44,4570.03,9054.21
17,442.38,514.64,339.06,353.59
2641,2004.25,8856.1,2320.51,435.2
112,2521.75,8289.67,2347.84,1056.96
2687,1401.25,6730.99,1161.81,470.51
4785,14995.17,116519.11,14539.6,1899.1
63,773.99,7276.14,649.17,654.46
4396,3351.5,16327.78,1846.6,70.38
2242,1472.53,5539.09,115.09,45.96
32,915.17,4642.13,328.52,0
1509,7749.73,30021.52,4478.14,2772.82
2,141.56,572.88,0,70.75
2604,1592.38,7886.15,1991.86,108.72
1930,6322.6,19635.99,2876.53,1067.51
3992,56192.81,484319.16,53790.05,1310.43
1533,2374.85,6751.59,792.03,71.9
2731,2163.74,58947.13,1181.3,72.61
3997,53225.16,261663.77,53476.33,1146.07
4810,38802.57,370856.25,24840.22,141.76
39,2064.77,11342.96,1890.95,46.17
6039,1091.18,1827.77,426.09,232.73
4532,116244.53,998636.86,70941.67,3510.58
431,419.95,2501.78,0,188.45
1458,2782.01,6876.06,4699.9,115.78
5995,13179.12,25188.07,12622,2183.3
22,4146.97,4140.99,2594.27,0
3235,15705.36,82569.37,13228.3,575.27
166,1698.61,29352.27,861.41,812.33
24,4180.24,11845.35,4866.29,45.48
2152,821.38,4549.8,363.74,0
68,783.19,3429,0,45.86
1680,21296.75,69820.87,24946.41,103.09
2731,12271.92,78857.71,6509.28,331.43
4403,21097.55,201168.18,5748.3,47.59
7,10543.11,59469.17,6455.61,11333.21
6699,42199.64,226706.8,21664.14,375.61
185,3796.83,22787.55,2293.75,175.63
110,3120.85,12905.51,3056.36,626.47
61,1573.06,12203.77,1079.59,95.61
3899,412.9,1657.93,0,334.32
2076,12899.92,220603.6,10002.07,138.07
3184,21538.48,52546.01,17074.45,0
7,1637.94,1844.24,0,0
127,114.56,968.05,0,22.1
158,1104.01,5316.12,351.23,212.39
543,5160.59,27854.03,2873.4,0
599,5298.51,14620.86,4000.41,1437.06
553,6387.54,34003.22,7628.15,57.27
1013,978.87,6860.96,368.71,142.3
3644,3635.53,47136.08,1187.71,814.49
1027,10006.68,44912.33,8423.63,2142.19
4527,3970.22,17937.71,2421.63,0
3427,10698.94,63464.61,12222.27,0
3323,1149.72,3754.07,2035.52,0
0,23.05,173.22,0,161.08
71,2713.5,20314.2,1078.67,285.53
246,23.22,42.73,0,0
4024,453243.61,4920859.17,248327.11,6826.65
5662,119895.99,855665.81,82197.89,5118.07
6085,49977.42,339055.97,35069.39,2389.38
757,849.12,3680.31,0,26.05
6365,5132.19,18610.17,1023.32,1204.24
394,15487.78,49974.62,8371.42,5275.91
394,329.65,864.35,206.24,0
5477,378.8,1477.22,0,119.21
6616,8424.46,22794.09,5570.54,360.79
1025,20477.03,64064.21,10244.11,1532.28
0,236.63,9021.57,0,4993.01
4075,12133.23,63503.36,6904.58,140.26
4737,3364.67,6028.12,1054.91,409.94
134,739.51,1100.66,710.88,577.7
0,23.67,117.27,0,118.68
4345,149047.05,738598.21,109429.74,4813.55
39,1495.31,3522.37,406.57,70.58
5,185.61,592.1,0,0
22,119.1,277.01,0,0
5360,1079357.79,3516214.2,945145.28,3990.69
1701,210.34,629.93,0,216.32
472,2097.93,5742.03,532.39,46.1
263,4613.58,15481.75,3438.5,2835.14
1901,2195.18,6804.45,1619.79,192.66
1132,11186.4,60405.52,8160.03,588.62
10,232.36,4498.77,0,129.45
7,2764.96,1510.46,0,0
5,23.51,117.56,0,23.32
1745,53375,184715.7,55204.45,10424.1
49,1087.51,6146.39,1668.86,339.94
3074,4743.82,13644.58,6907.7,328.97
1874,4141.75,16961.18,3546.69,328.16
192,3537.04,15092.69,1966.9,8444.71
3038,19436.19,63361.38,20181.06,428.67
511,15329.37,87534.81,13288.87,4579.94
1146,788.81,2289.23,2229.23,161.99
1005,17090.39,56178.52,14810.52,2495.23
4403,1180.82,4734.18,0,2131.46
3194,15687.32,64026.93,14952.38,236.63
3654,6144.07,109577.67,8562.49,232.07
7719,129327.77,825587.75,96678.1,469.61
961,3566.89,29883.4,2967.76,1230.06
3941,271694.94,1859413.21,215074.2,1055.98
316,313.21,764.41,0,0
1400,994.78,7325.59,540.04,105.81
1088,9460.31,79930.1,11954.93,956.27
122,1618.17,3967.8,1814.29,200.79
2468,2052.06,6548,1367.9,0
2517,5161.34,26530.96,2392.24,217.05
1059,15272.04,147414.54,8074.42,1690.86
2,576.47,2039.91,391.97,22.33
2232,63044.55,574091.42,35540.72,1502.27
127,1038.97,2901.88,917.03,1427.82
3729,438.58,2254.04,550.7,434.58
682,4637.83,46693.73,6122.43,118.01
2020,1665.81,7744.88,1018.94,0
1146,40712.83,199613.78,28432.83,1392.33
1310,3010.64,8877.51,493.68,327.97
988,1880.62,8527.31,1018.78,373.19
39,223.69,660.65,0,0
1860,822.27,1454.98,0,143.72
2,354.99,1020.2,457.23,521.37
567,343.64,604.81,0,400.99
1526,6220.11,36807.68,7070.37,0
453,17942.93,260614.68,6023.52,3615.62
5265,628005.96,1578553.56,548862.24,2613.21
5827,89004.03,290645.85,70550.41,46.4
6049,17380.53,127070.26,16500.11,58.27
1400,3090.2,6806.97,568.88,0
5136,117306.91,500496.21,85818.86,3545.09
119,336.23,2419.3,482.07,720.6
1005,2249.84,13490.71,3003.47,187.73
1093,486.63,1820.29,396.9,0
526,2440.82,4294.88,3144.93,1670.8
0,1172.12,4688.5,0,0
4053,659229.16,4450306.6,408374.36,4438.51
1414,1533.26,12426.11,1853.08,0
139,2769.72,4257.04,0,0
1327,42230.93,231764.28,31185.19,4710.41
243,2094.89,6002.47,141.81,614.43
1516,9304.68,13216.62,6559.15,385.63
1144,738.83,5508,591.82,292.27
4318,15948.5,432685.23,5429.61,306.9
29,670.51,670.51,1244,0
616,486.42,1774.03,310.79,3098.13
119,4321.87,14806.89,12297.71,0
599,1061.06,17002.78,5312.58,600.18
54,1147.96,3470.17,908.44,462.79
46,1048.94,3024.05,810.07,261.84
677,1153.16,5251.14,47.14,467.82
976,3679.62,16236.82,4139.4,214.12
136,141.39,244.26,119.76,95.42
226,1230.03,4465.06,2118.06,465.68
1251,17366.86,163737.19,14437.73,1221.72
51,246.66,603.93,93.96,46.93
2288,95119.55,141626.07,79503.63,19333.42
443,4892.71,15936.25,5684.73,626.32
1531,17513.24,115983.08,10486.18,1551.17
110,4569.81,32413.13,2221.11,0
1689,1453.36,7900.93,0,141.88
4759,11013.03,39838.51,3172.55,0
4257,11972.27,112368.56,4290.34,0
2614,7448.63,108456.51,4028.96,257.75
1154,23.63,25.37,0,118.33
17,263.83,2162.77,0,266.33
949,2841.07,10310.16,1060.92,517.8
949,3555.32,9471.5,4310.52,375.52
689,752.68,3865.62,276.51,0
4476,3226.09,15168.88,252.34,227.78
222,15489.98,93072.52,8413.75,3626.07
4423,19066.29,82810.47,18492.31,1066.17
2541,104330.01,191206.96,74686.78,14934.74
2354,75042.91,193905.41,65767.23,3781.38
187,2477.44,6478.45,2362.23,520.75
930,386.76,1774.61,0,0
1974,8663.26,42718.74,3828.84,142.82
5854,4600.74,16119.15,4314.66,141.14
175,3657.61,26175.46,2360.13,3398.34
713,27632.27,332488.37,12637.63,2104.8
691,500.95,3875.54,448.19,873.58
346,4091.31,31209.51,2650.71,192.9
107,703.88,887.6,464.84,512.33
7509,83440.07,392573.31,20671.27,474.78
5180,16089.56,82834.17,3517.71,0
1560,2288.65,9741,2320.42,116.29
6132,10728.27,46048.02,10707.72,892.95
406,2039.28,11007.17,134.28,0
6348,34820.01,88616.95,32308.88,0
1015,5287.01,91196.03,0,2630.49
3481,23899.55,54544.18,9224.52,846.07
918,3735.46,6170.53,1741.99,0
32,159.25,1424.32,0,43.57
3627,1094.27,20692.58,0,0
4304,19840.49,104965.55,14458.9,3831.4
1056,223.02,776.58,141.15,0
102,269.29,1499.69,58.25,95.09
730,3682.63,60215.09,1176.92,329.12
3576,2257.61,7397.51,1241.64,68.73
148,10652.12,136863.28,6539.07,0
918,2184.7,8793.42,1746.38,118.45
818,9064.44,55159.93,4400.79,3997.74
1054,7453.39,21008.8,5693.4,2914.6
2407,2077.37,8541.49,305.59,290.33
2281,4186.1,29058.52,4802.87,68.27
3607,146226.31,1329648.12,92611.51,2752.2
1536,1354.55,6547.08,929.18,2038.75
88,45.97,127.77,0,0
5304,12299.56,61103.42,5839.77,1668.21
173,6531.92,46091.24,1518.83,22.9
4362,37333.92,285679.27,30288.29,228.99
884,7829.72,8189.99,7598,0
10,46.93,100.32,0,0
1533,799.13,2005.81,1308.38,70.54
1363,47.25,47.25,0,0
4493,91830.42,547704.44,72793.41,2674.8
1373,823.93,3870.56,533.99,23.65
7,2672.04,1334.88,0,0
3237,8758.07,41260.31,9919.73,537.74
4223,18569.95,121548.11,5058.54,9060.24
24,36.17,39.23,0,0
3410,332.41,1188.64,451.41,0
1183,7998.88,18793.43,6925.67,450.56
19,1373.86,1382.86,0,91.88
1156,5867.83,32992.31,4491.86,351.06
5280,125.45,240.06,607.02,93
2439,473.44,6074.09,1710.36,0
4795,355.91,2030.51,0,0
1400,15854.93,120330.61,14587.61,6293.94
1424,22781.19,211433.85,14852.11,1145.48
22,94.64,168.95,0,93.98
231,2301.85,26602.9,2961.58,337.09
835,1199.66,7183.6,2363.57,240.15
5,209.38,1037.29,0,395.9
6993,118745.36,433790.38,68956.2,2318.9
3977,542.29,2826.83,0,165.39
7,70.56,164.92,0,71.07
1570,23026.58,106609.18,19581.7,2577.07
107,4718.69,14865.18,0,0
3116,974.06,3111.37,212.3,1469.11
2768,69920.29,368966.1,64046.69,6619.81
1083,701.76,20451.88,982.86,1077.53
6192,2407.42,11463.12,461.41,0
1521,927.91,3328.23,0,5447.97
840,8891.59,42317.56,1958.96,2620.74
1957,1333.57,2979.83,217.33,0
275,314.81,1404.46,0,0
0,23.57,5.42,0,23.53
5348,42880.98,286936.94,30799.78,504.67
803,5590.12,16777.71,2482.62,489.85
1339,4325.76,17049.03,1872.97,144.55
2493,1357.32,7682.72,488.77,239.44
4321,97444.47,1051999.38,76137.25,2406.26
1998,16098.23,115207.88,10156.79,1826.57
127,2365.15,8990.65,890.71,0
1838,308.26,1210.63,0,0
285,133.76,446.81,1373.68,0
2833,2851.51,26268.04,3920.47,157.11
355,433.95,6827.81,974.64,0
3746,3975.49,31346.65,2705.78,0
5058,196797.03,1921420.55,137979.31,1385.01
1628,959.93,4592.1,0,0
5961,22165.49,479694.33,10510.91,350.25
3999,26059.39,199610.72,14306.5,1852.86
4783,150.48,462.99,117.37,239.4
2675,6510.23,31139.36,5588.18,408.72
2444,5902.22,26484.45,7460.61,0
1034,623.22,2564.34,166.51,82.79
192,4165.87,12820.63,3245.23,3011.59
2624,2791.28,8773.94,711.29,94.52
4269,65.7,91.18,0,23.45
231,1619.17,5759.21,710.04,71.17
7,552.6,5015.85,0,0
19,605.01,1797.32,186.07,117
1125,13666.89,100690.4,3995.44,4712.46
1996,133392.7,749084.23,92334.05,435.69
538,17310.96,185805.27,17431.43,3667.94
5698,208779.29,857381.72,184051.68,7183.41
2692,61269.42,489509.05,39939.34,5210.33
7,165.59,162.03,55.36,222.48
27,81.52,406.95,233.38,189.15
901,1976.41,7391.37,3534.71,506.42
2663,21482.09,44946.39,17372.63,3779.25
2176,7385.72,7898.36,8617.81,0
1519,4792.02,40431.4,4548.58,967.12
85,428.77,701.29,601.08,48.13
1974,2585.95,18118.07,3183.5,23.24
2303,33717.06,396834.84,7423.43,0
1142,4008.49,17648.73,2478.92,884.13
17,153.12,768.79,0,115.33
1032,24919.54,78675.47,23090.67,383.02
2222,52748.32,212844.92,39062.69,234.91
336,843.03,14811.69,114.74,23.02
2181,4166.49,31103.63,1435.23,1955.91
0,44.76,46.55,0,0
4384,1158.96,5142.27,682.59,0
1689,10036.78,28779.77,4562.37,7167.14
158,379.58,3227.71,115.6,0
1950,6881.5,32564.65,7850.58,23.81
4289,1256.22,1256.14,0,3578.63
7478,211532.96,2137149.57,98530.26,552.23
3057,2427.17,4402.61,1599.52,0
5640,4347.34,44480.5,12785.75,361.42
1275,34442.11,197202.65,14268.2,4318.95
0,45.63,171.35,0,66.26
2782,2557.7,5488.28,1436.56,0
1093,116094.83,757603.31,133824.23,15552.88
501,2960.74,5709.23,2969.85,84.31
105,2576.82,10460.89,1848.32,704.92
942,12392.75,55726.29,7458.69,699.98
762,12160.83,42060.14,9799.36,298.56
58,15484.71,112186.82,9278.24,2919.34
455,614.9,2261.28,325.3,1494.83
857,4650.24,12658.99,3843.66,4657.36
923,2846.79,10034.4,94.29,96.46
19,1479.79,6166.54,1174.38,230.75
287,630.43,1353.12,234.17,0
3113,6782.8,16710.1,2406.77,23.61
426,5499.07,27859.32,3635.05,1994.95
2741,5008.46,19645.47,5002.04,442.66
723,6133.35,41327.84,6500.7,119.76
801,1910.12,8062.64,2265.63,177.52
4807,12091.43,46958.36,12903.75,0
0,46.68,435.01,350.06,0
937,390.52,715.96,230.47,71.04
63,190.34,188.29,0,674.84
1816,1112.32,3767.61,1514.54,47.96
0,193.7,1016.95,532.69,2894.53
686,42034.03,207449.29,36177.69,7840.7
10,171.36,195.83,828.32,0
4226,1182.29,6198.09,605.72,0
129,974.36,8220.4,0,747.08
1543,557.69,9148.41,0,0
5036,327132.07,1113096.01,271847.08,734.67
110,1547.8,4811.11,465.42,161.23
1256,53358.55,722702.27,27204.08,3048.98
4179,15992.22,93471.69,9701.79,191.61
5951,11982.16,30694.03,12210.61,3274.37
348,1382.62,5679.2,1379.27,937.65
6085,10768.82,73157.83,4985.3,72.47
1285,33302.06,196907.8,15209.85,3350.54
338,2223.29,13313.24,709.08,83.88
2680,983.69,1661.11,596.52,137.91
2590,1602.55,4427.26,2171.28,35.61
5976,195.23,303.59,0,69
1439,12201.13,100249.64,7109.48,0
923,710.07,3078.67,0,161.84
37,507.45,671.65,0,0
1570,27753.46,81712.65,14835.5,3026.47
1037,335.56,1558.75,0,23.42
2108,6384.11,11577.8,5794.84,0
2,70.98,808.18,0,0
2244,11445.57,105683.16,1399.75,68.41
1361,56235.59,405967.9,29892.58,1240.63
3196,2417.46,7862.14,619.54,0
2454,18243.17,102599.53,8166.48,2055.96
786,10776.71,62353.39,0,0
3111,5105.45,40214.26,0,23.8
674,4994.17,17398.22,3124.38,0
5618,133581.62,86816.75,92358.88,90.54
2210,2832.93,21607.85,1106.01,633.25
932,1826.83,6269.99,1632.32,962.45
2439,123.86,414.35,0,0
122,435.01,3480.46,114.85,3939.1
273,526.76,1588.49,188.53,0
3697,6381.39,35801,5122.79,69.77
37,47.13,213.01,0,23.09
4486,2458.14,18997.06,3441.26,0
187,330.18,2231.31,340.55,71.11
3987,20979.58,102722.46,13644.88,89.61
1154,8427.79,72874.72,6989.52,1157.25
613,853.97,5423.1,1409.06,0
1711,286.25,3068.65,477.86,142.69
7137,208280.75,404099.78,201693.14,2065.42
4815,48.28,43.02,0,0
1241,1347.97,4645.93,617.02,2031.61
998,2249.18,9256.62,1425.12,0
151,3693.9,45787.72,4991.69,3587.43
6209,116494.47,1417695.8,103020.19,4763.54
1857,35.54,86.61,0,117.86
4428,30786.16,133252.53,29759.9,1042.95
258,1966.23,7587.25,2448.36,994.62
19,1189.26,5222.54,0,820.37
19,172.72,4022.46,0,0
2466,1382.48,1381.72,0,1501.19
5185,18712.49,46114.39,12133.98,703.33
823,298.82,579.89,0,23.54
1816,4167.69,19233.87,1426.55,145.82
4233,4179.88,24280.22,4881.07,88.93
4897,4214.88,20345.75,2404.62,0
5635,5197.27,18429.68,10146.71,0
4277,1625.3,7123.6,1782.64,35.49
34,1985.81,12228.37,703.22,513.15
2,2013.21,7219.16,1611.17,8145.24
3357,12310.64,49036.79,10833.76,0
168,4519.97,59542.86,468.3,119.91
4518,419.86,2211.17,0,0
752,2392.69,3515.89,837.95,3010.94
0,665.95,665.95,0,1209.47
6000,40087.29,189532.78,41190.21,306.81
66,546.72,1076.69,0,47.44
5399,7709.62,45750.26,4805,111.06
3955,98929.06,1828071.4,59940.62,48853.14
226,2390.57,11693.41,2995.89,1314.36
375,4965.29,134666.16,0,1633.91
1042,2327.73,16176.61,932.86,3248.19
4082,20465.27,101329.5,19507.27,809.79
0,200.64,625.1,0,0
285,1596.26,2908.26,599.15,322.42
1344,15526.96,79231.51,11625.06,4079.23
5764,139182.29,769860.27,125038.77,701.63
22,46.81,139.71,70.08,0
175,613.51,5332.1,521.59,23.47
2402,1269.34,5634.99,1149.78,813.15
4330,125419.15,838367.82,109863.28,469.14
2183,1044.23,18273.38,6947.98,0
3843,6528.18,31327.25,3787.53,133.56
718,2706.71,19930.33,849.58,0
6562,19633.89,138063.44,15753.25,1122.47
4286,267989.35,2109464.29,235124.11,7882.72
599,339.84,1229.01,199.48,0
4520,215882.39,2716938.36,75597.56,3407.62
1692,5900.49,32949.61,2445.86,3243.41
4956,19095.99,37553.03,12484.85,2749.04
19,34.42,571.56,0,0
1938,4110.43,13843.7,6493.13,239.83
996,234.98,1306.66,94.52,117.75
2475,2030.87,8046.91,1578.03,0
4206,71619.51,637724.96,49861.29,0
4055,2402.06,10575.03,2582.09,112.88
2787,9738.76,36084.89,6931.6,1075.44
6360,235310.68,1462736.01,167292.25,1403.92
4199,4801.93,31703.77,4963.76,1391.7
421,255.34,1448.93,0,0
4491,9233.04,34987.27,65.26,415.02
3147,1124.04,16611.54,318.64,0
2113,2263.97,10804.14,13187.1,282.05
90,141.59,1049.61,0,0
1366,14770.05,85481.61,12172.29,189.04
7312,130752.75,515345.49,78749.46,2685.31
2463,53970.39,184791.02,44983.87,2139.74
1105,1478.86,5403.46,1709.46,331.48
893,2389.78,16190.23,662.15,212.79
336,309.98,1660.47,132.33,138.23
4067,47962.56,252153.28,37631.16,343.53
6635,77350.35,254394.17,52026.73,456.09
3875,31810.37,159618.47,25598.98,2827.94
2792,26233.27,116075.84,16239.93,0
5569,380993.75,4028418.74,271611.72,13295.59
3990,10124.73,109194.68,7454.21,115.73
5985,4299.65,19227.99,1650.77,306.29
3181,1183.8,5853.1,149.05,69.91
12,2798.51,4151.93,691.27,0
3581,219718.15,2483756.48,88636.2,2413.74
285,2393.64,8656.77,2355.88,3513.65
1597,2010.04,8680.41,2262.34,70.19
1275,12588.14,116063.57,34664.78,205.23
3851,8919.52,77146.65,1809.54,534.97
5774,28533.7,51472.47,17877.56,164.7
7,325.55,753.96,217.92,1037.85
2225,4428.25,10379.08,2880.53,0
3133,51453.25,266882.83,35963.01,0
4235,14357.39,68336.76,15607.67,316.92
4958,1965.87,13957.27,1913.26,0
2753,2724.39,14129.36,0,0
1507,150653.37,848957.98,116963.82,3669.54
1777,7323.45,49876.52,3916.37,1124.42
1451,301.37,1121.99,0,1136.16
5774,26617.2,92180.32,18940.14,2329.74
4712,74027.42,565302.37,52980.76,790.9
304,142.93,229.98,0,309.82
12,538.89,3020.59,549.62,307.46
3963,40174.19,219539.61,38461.3,0
1300,233.04,781.86,115.96,0
2566,2300.76,5622.15,2520.36,0
3729,465932.84,3438409.96,394221.45,20643.3
1205,900.16,2650.02,159.18,0
10,665.51,3345.38,0,0
258,15269.47,103400.41,5454.49,0
1422,184.35,661.54,483.21,0
908,15975.14,150000.54,5140.44,3992.35
119,4302.08,14291.08,3342.54,1208.59
107,5815.84,19894.82,3783.43,1908.05
2731,24064.49,122245.01,18033.85,565.35
7,1384.8,1384.1,0,1471.03
161,7121.32,98782.45,27987.69,5761.19
212,230.72,661.89,0,1054.34
1361,267.15,1544.27,0,0
5231,112976.65,897073.12,62436.02,143.71
4036,14064.92,122119.8,12085.39,218.64
5323,43886.99,135274.58,38159.16,242.57
618,71.88,1258.19,0,291.75
2088,6195.42,28698.92,5760.53,445.4
2931,2433.05,38905.76,0,0
1212,38710.46,146875.23,28486.34,644.99
2843,65416.43,297921.31,35545.29,2508.26
22,2192.33,4326.5,1305.35,1206.49
5516,60367.8,769043.48,30596.44,1109.71
5832,3761.91,13605.92,2722.75,386.69
6329,314.91,4565.05,0,0
949,3261.99,12911.72,1283.99,0
6689,16843.27,75490.44,23913.84,478.48
4379,467.18,1667.82,0,70.68
4961,20913.44,101818.09,11765.53,141.86
7636,55413.24,248047.08,40681.17,1825.53
6548,82086.18,610702.11,64033.41,804.97
316,3610.75,19864.11,4352.69,979.99
241,880.01,2258.17,531.25,57.39
1604,127403.07,167315.08,107057.98,0
4304,743.64,2380.46,307.35,185.78
735,157765.52,1298288.93,188475.1,5667.99
742,391.64,1988.29,0,23.47
1497,4349.15,26862.88,1170.26,72.06
5929,139508.81,859215.86,110917.98,150.89
260,7710.27,31915.84,9110.45,2392.01
4496,541.69,1319.68,351.77,0
7577,31504.93,381149.75,17243.39,2206.88
24,96.74,607.99,0,23.44
78,5101.26,37530.27,2831.77,0
5929,2340.65,8227.48,2397.87,812.39
34,70.91,225.01,118.18,47.29
37,211.73,680.21,164.4,0
2283,18146.01,169371.98,32541.65,542.2
3751,8580.44,17887.66,8451.96,230.7
643,29265.28,120725.29,15647.58,1710.06
5143,612.14,2078.92,283.32,0
6156,2244.54,18954.22,1640.8,138.13
0,94.67,220.11,0,0
78,231.95,3401.71,277.92,69.42
923,1716.97,7805.94,2150.27,0
6010,4772.36,24461.89,3879.35,609.65
1239,16771.93,45565.01,6889.64,2417.35
3454,6930.1,34312.54,3998.04,51.28
15,161.22,646.09,114.66,270.97
5496,65719.45,325371.29,54300.67,2566.44
974,429.95,1536.1,216.72,0
3576,108074.91,320325.41,77452.15,12751.15
1723,41937.25,235491.09,28587.18,811.79
68,231.28,708.96,0,35.5
706,964.38,3881,0,0
4087,13014.33,151931.6,6025.49,1908.68
12,137.48,396.12,0,0
864,30862.69,166749.47,20058.66,735.57
7,391.9,9760.69,1774.96,44.58
4953,7965.75,102607.9,1133.69,0
7207,16159.25,46345.51,14866.56,0
2,137.21,116.78,0,0
353,13752.05,108220.19,11895.64,4728.51
5263,209331.12,1101131.11,249382.79,3795.07
114,187.94,960.67,0,46.81
927,76311.13,575596.5,35245.38,6470
448,1072.08,7045.02,1179.99,1625
4605,8487.94,43568.88,5552.64,980.86
5689,91.61,462.61,46.85,0
1076,14944.39,66407.56,13357.73,8787.13
2395,7706.97,50828.6,5222.75,189.22
1115,237.71,3377.55,0,0
779,3690.27,26876.51,3500.22,0
2707,853.43,3125.37,0,95.51
66,82.45,364.75,0,23.19
158,315.02,495.41,336.53,0
5,21.83,0,0,22.39
1081,263.58,2007.85,368.04,604.91
6433,7247.43,36247.53,3034.26,423.5
1499,3046.5,12391.61,1734.21,459.17
835,12544.2,39906.72,11252.57,188.66
29,568.17,18118.69,871.77,0
1723,1985.82,8512.76,883.64,500.06
1047,3924.12,34805.69,5489.74,114.5
129,1602.86,6743.63,306.45,2151.74
173,1011.48,3709.29,890.14,1071.42
2118,5667.83,35680.63,6748.97,206.91
4274,844.41,2088.65,103.29,45.79
1607,8054.2,44304.7,10280.95,593.87
88,1904.21,14742.36,2404.7,3408.27
6779,73010.78,325510.71,27669.01,28278.02
2446,1065.4,4350.79,1593.75,0
458,1005.06,4089.27,1012.53,294.02
4902,2588626.98,14019058.65,2329451.13,0
623,811.29,4552.24,741.62,0
2035,824.48,2455.24,948.05,0
1061,34862.36,218680.53,30053.88,3764.11
4912,21714.21,226611.38,14378.18,48.09
2103,42970.78,309299.44,35585.28,1789.63
27,69.09,354.36,117.3,23.24
3634,11776.1,90896.45,12857.32,209.06
2965,24976.65,97255.55,21436.69,1049.08
3641,19153.73,75629.33,16743.83,0
4116,2261.86,18660.53,329.21,0
881,136.17,554.58,0,0
1894,1226.5,4350.59,0,0
5723,2009.38,14545.2,1178.11,0
832,280.65,1488.01,47.3,0
854,6782.44,30758.37,3235.22,1387.11
7860,31958.51,67543.42,30182.99,699.83
4715,2097.91,7201.89,3335.22,46.83
5762,1702.84,34879.37,236.63,71.85
1872,8558.02,28197.77,6642.64,386.33
22,2274.07,5651.01,0,939.45
2181,58,167.05,0,0
5216,1076.1,12790.9,2207.04,0
2106,3699.6,18265.42,1822,727.45
365,22068.41,45086.56,13371.15,6562.21
231,210.86,557.46,46.71,23.44
97,4526.78,12791.39,1536,4221.78
3960,5498.9,75480.39,16347.31,23.02
