tenure,deposit,turnover,withdrawal,deposit_next
4632,76688.54,415165.87,55685.38,133.37
691,4025.43,14583.56,3298.02,71.05
2030,26589.56,179178.48,19343.44,1249.96
1694,6885.19,25587.98,5115.37,0
1979,6845.9,31763.18,8857.02,548.51
1071,3321.34,8306.81,2173.57,0
1125,1163.27,3856.61,1398.28,0
4720,4757.13,41369.37,1912.5,2192.56
1356,297.43,1675.78,438.94,220.92
4216,104597.53,560349.81,85943.43,795.73
1721,8219.64,153629.92,9519.81,0
392,2034.44,5601.03,1992.48,792.92
302,2220.54,34372.32,0,193.25
1336,47318.83,91131.62,23896.1,1694.44
1117,18098.96,596115.48,925.28,0
1801,57187.83,227194.07,9840.86,3589.31
935,2161.89,4556.34,811.81,3852.75
277,1777.43,5229.91,706.25,70.99
372,12797.59,52838.5,7270.45,4064.51
71,344.05,647,45.8,0
5160,1320.27,5129.89,1516.92,45.3
4260,3739.26,11826.23,3507.58,24.09
3887,3620.42,25615.05,3759.16,55.83
1991,2465.02,18198.43,6462.26,0
3398,429654.18,7744751.62,379977.33,4679.02
3851,1560.4,9677.05,500.25,23.03
959,534.37,1913.93,816.12,0
1125,1775.98,5749.7,1686.41,675.55
1731,1249.03,6816.13,510.1,205.83
380,27875.03,187292.99,28696.14,4620.03
4669,1742.2,8979.3,1826.05,282.63
867,576.18,2098.21,92.2,139.39
1531,15209.83,34530.28,14545.95,1438.05
5550,1037.51,2271.83,584.74,0
662,1899.33,4784.83,1605.34,984.05
3488,3987.55,69299.82,1372.28,5522.58
209,300.24,714.68,461.81,230.86
976,2160.53,14668.83,4554.78,282.66
377,2414.92,13173.84,0,0
1572,1424.78,1898.98,962.85,0
5859,4933.28,34739.11,1807.41,34.63
1916,25822.2,170738.31,20859.16,4321.89
4284,617.74,7626.59,296.45,46.91
39,2465.65,8522.44,915.81,977.77
1448,1133.06,5735.35,112.88,22.91
200,374.27,1212.45,352.12,48.09
3094,3836.1,26218.16,2186.07,47.32
24,67.25,549.29,0,0
638,34910.26,208015.6,34293.54,1548.57
29,119.86,3379.14,0,362.32
2288,90681.2,689841.58,64592.45,4385.33
17,265.74,1299.84,0,0
4433,9434.99,52295.19,3669.97,747.06
3478,139372.64,1064750.53,79596.49,22.91
4240,405.52,4014.59,0,0
5779,3117.84,5279.4,2281.18,0
3800,39963.92,432698.15,14461.68,120.33
4924,4644.08,11460.96,1588.38,313.1
4469,55138.17,829026.75,32273.14,128.02
862,26801.76,149207.87,17576.04,342.88
3907,13350.83,63567.45,7237.38,44.76
779,10274.95,78380.09,8519.92,129.47
3437,10156.5,24528.7,966.53,2400.68
68,65708.94,1087028.05,43668.38,690.37
4673,3218.21,28302.02,1178.06,58.96
1526,64039.7,232701.09,51236.66,675.9
1896,1091.94,9420.78,297.5,0
1799,7605.94,30803.21,7692.42,447.13
4861,42895.57,147469.86,47688.28,243.69
6932,112491.52,1038445.52,82564.1,1116.35
209,15765.38,108381.13,8666.28,4329.35
3512,832.38,4919.11,0,335.76
626,3133.35,13730.64,2559.39,345.38
5708,39782.38,111690.49,33215.66,138.49
5350,216415.72,757092.27,164831.52,1284.86
1105,1302.63,1493.43,490.75,140.21
0,691.27,691.27,0,691.6
4428,29457.14,165960.17,16197.3,138.58
397,3002.42,29185.93,4347.34,2364.92
6185,7406.28,35689.67,1014.79,0
601,475.16,2257.83,239.15,0
730,5076.04,25705.27,2669.32,140.28
1227,1441.62,4582.62,2343.63,0
937,7810.43,44693.69,7280.16,2107.2
879,2781.98,16052.1,3281.06,23.05
1178,2660.5,14759.7,871,93.14
134,295.43,3535.85,351.82,35.95
1127,9764.89,81479.93,6760.29,348.54
808,438.6,1265.76,0,0
54,4453.95,17496.73,5338.68,0
4576,56664.9,789165.47,24176.37,687.53
5601,235739.1,1175333.4,200895.21,2209.02
326,339.2,715.34,122.64,193.2
4766,744.01,4092.85,675.93,0
4581,339901.57,3671704.27,199510.7,4795.46
842,827.9,3007.91,139.62,23.03
1202,1296.69,8436.67,724.62,285.32
1869,2893.33,10337.38,1490.42,199.71
166,6135.97,35456.65,3532.23,1312.31
6631,31237.84,71240.38,18407.05,546.83
280,33884.36,314899.86,16670.6,0
6295,152520.51,536562.57,29041.92,10529.32
6234,143276.39,2092731.41,87010.77,140.66
1692,47998.91,359302.86,40777.56,1473.97
1512,32874.12,439739.06,15692.99,998.6
4184,410401.71,1577725.29,355537.24,1476.79
5786,29755.89,168110.52,11917.62,3009.91
0,114.55,375.95,67.8,0
353,104.49,398.49,46.14,0
7176,4152.63,18613.78,4415.09,142.59
1580,289.73,1203.97,514.95,67.28
54,4746.93,33372.3,4170.89,5687.29
0,36.16,696.58,0,120.17
6489,40095.41,84382.34,37046.72,2942.37
511,4280.63,32114.58,5794.16,275.77
1901,9275.79,81839.04,8331.46,271.65
7181,6313.84,53686.16,4015.75,142.37
837,1193.69,3606.6,339.29,0
465,6239.06,27613.06,4710.44,1253.74
5304,70610.82,925947.8,21255.55,0
6229,25016.95,298352.1,8335.95,23.85
1246,5764.49,13296.94,3485.25,572.2
5689,99210.19,273492.95,89152.1,0
190,711.5,10673.18,2591.83,191.3
4486,52445.62,300058.17,42493.04,249.53
1317,20750.75,142239.7,12468.08,450.21
840,9430.15,47087.62,4533.09,858.99
1809,600.35,2588.42,309.06,23.05
594,770.09,2630.2,321.89,2210.1
3223,3028.11,11989.07,3416.76,58.52
6835,44804.56,221480.21,32096.92,967.92
7370,21355.1,56661.82,21133.53,241.35
32,70.6,232.93,0,0
2149,6021.38,53310.59,7831.53,0
553,188.22,213.45,48.43,217.22
173,237.07,1413.44,0,0
10,44.82,57.15,0,23.09
1020,220.12,763.66,70.53,0
1453,2635.04,9312.71,1523.12,0
898,1564.53,4179.62,1601.02,141.49
1137,952.91,5449.36,568.83,0
7154,46045.69,235271.63,44321.72,3914.05
326,159.64,769.94,57.24,0
6353,18827.39,115404.55,9464.09,274.77
1480,27808.68,126885.06,23482.41,601.7
61,383.93,2544.61,93.77,355.6
5379,7595.65,9199.98,5945.32,748.89
5,118.42,260.62,0,95.38
847,9362.62,35977.79,7079.19,920.06
4289,6653.81,24304.78,15087.51,917.15
2188,25228.9,220488.62,24202.58,340.89
1310,3565.22,8965.23,3529.68,178.15
735,1770.59,5721.49,3987.28,428.6
5204,2780.81,21629.18,1757.48,0
207,969.44,9637.39,253.91,88.18
6007,211.69,3541.34,187.55,0
5151,2459.73,23221.79,2833.94,188.17
436,1130.29,6004.87,1232.49,94
1784,115.28,355.44,0,68.43
4710,3563.92,21541.8,369.93,169.38
4028,17589.95,134477.79,7444.2,0
1546,82934.43,301587.01,47913.52,0
2191,2669.81,10148.67,1593.18,0
1164,1204.18,2815.81,0,48.4
582,998.68,4236.18,117.25,1363.77
4817,1783.77,20105.35,697.55,239.18
1095,430.82,1195.56,533.96,0
441,818.92,877.83,92.78,289.01
3960,14651.79,97229.36,11654.7,1834
122,10703.19,20972.46,9849.99,3927.42
27,1592.51,5455.08,1409.32,1090.98
2607,1990.78,6987.28,2390.68,275.42
1585,23057.08,140629.04,9738.47,1262.4
243,1079.71,2917.72,1137.25,605.73
78,610.28,2676.87,352.87,354.36
1307,27063,161475.73,12633.51,998.26
1784,1075.45,8963.07,732.98,23.08
4240,25446.06,134657.74,21283.33,0
1599,29459.4,67770.39,25716.17,2003.89
46,850.75,4605.35,4484.29,1297.97
4583,5401.01,45479.84,6326.3,1076.23
1022,6374.94,48284.37,3891.82,2762.99
2040,497.85,740.16,0,0
6582,12313.22,56396.98,10123.94,791.91
343,301.3,2385.83,92.67,266
601,450.95,28811.35,7745.22,0
17,114.05,114.31,0,0
5591,7573.96,5274.77,5405.38,0
516,14404.99,105737.13,16458.7,0
4893,80330.58,902115.52,50113.04,721.52
324,618.14,970.88,149.3,0
127,8535.47,39153.56,10361.44,3162.48
4997,2400.21,12397.88,2059.6,163.01
2042,4582.54,19527.75,3802.59,0
3839,66207.18,691806.16,39688.98,219.53
2098,4820.58,35527.69,5282.37,533.58
163,884.81,5241.8,609.73,845.04
241,944.56,2648.42,982.22,93.69
1587,149303.31,1627414.15,95564.76,3621.27
3303,2483.91,23625.4,301.16,0
1818,928.09,7406.85,1326.07,268.38
2037,14653.8,51250.71,12590.52,0
39,297.42,27479.09,0,412.92
3551,28313.21,104665.55,25644.01,322.62
6640,473997.9,2736673.15,335155.24,4722.51
2154,1181.96,5834.82,1524.38,0
3680,4306.38,14238.82,3322.68,0
1254,68.82,84.69,0,0
4856,18299.71,56491.13,13827.73,2304.75
3895,7827.98,25522.53,7669.28,691.4
12,22.14,29.34,0,0
1195,352.3,352.3,284.9,2526.39
742,578.54,2742.72,174.91,1048.2
618,29758.81,153338.43,26974.83,896.64
1604,570.26,631.45,1374.56,937.73
2461,141497.41,1297415.23,80405.1,15309.93
1030,734.88,3462.34,638.06,0
1049,1671.94,414.71,1500.86,237.39
1115,637.14,2878.39,969.42,46.45
1558,1456.32,8506.96,340.61,0
2495,14707.8,91753.37,13265.4,0
742,662.55,1776.41,0,23.4
7127,82560.96,184807.89,57357.51,1039.6
24,1957.22,15831.06,0,345.45
2534,23989.02,146418.19,4617.31,1911.28
5,138.21,554.86,0,1021.47
1037,11557.27,56405.17,5500.23,527.5
884,174552.18,1194011,148549.04,32808.51
3371,25199.06,161673.3,16010.71,343.76
2179,2131.76,13058.73,943.49,0
88,891.04,1800.68,1036.13,291.05
4693,3909.39,14247.9,915.01,559.71
5426,147888.49,933584.18,101720.22,814.37
83,3933.88,31272.33,3611.92,46.9
4863,1213.08,5012.03,0,45.56
2456,6186.38,16101,4416.5,1175.75
3712,51677.22,440103.55,36798.49,5807.78
1022,137.25,1067.49,251.44,68.72
4398,41764.54,217433.59,37155.95,659.48
2,154.21,376.03,189.82,286.13
1037,67850.21,453859.04,31714.87,1078.72
2,71.84,1067.26,0,168.5
4459,8159.98,42222.96,6841.19,72.31
470,191.04,1113.3,0,169.26
672,2360.53,22824.93,0,967.71
2308,2846.03,17126.85,1897.38,899.04
3943,141614.32,1574145.02,93587.08,704.47
857,3372.86,18297.31,3704.02,1677.66
5418,49576.64,25865.41,49549.76,1321.49
7409,16245.76,117892.77,2643.99,120.22
411,1038.38,5517.68,252.24,234.28
22,140.87,970.91,0,70.85
1010,4058.57,5151.98,1935.58,358.69
1424,90305.47,651574.3,36982.39,0
4296,110181.44,757328.16,105796.65,1715.64
4277,45224.61,637571.85,14025.02,727.63
913,128555.24,673715.22,102748.86,2307.98
2079,1017.74,9999.1,1061.08,117.59
95,255.03,1130.28,117.58,665.92
3074,103335.04,624984.24,59108.39,12588.53
857,4458.41,41210.76,4301.97,767.61
3851,27308.44,42822.59,17740.87,1543.99
15,105.49,3188.64,0,163.92
5538,30652.47,422194.94,15398.51,563.95
78,3625.68,14336.03,941.05,1102.19
3734,29815.98,109478.32,32200.96,1275.76
6231,22430.2,145761.9,12615.77,190.28
1439,7299.13,52820.27,3296.47,4210.16
54,939.85,3537.6,856.09,187.09
2824,9151.09,35247.05,7175.28,379.47
24,118.03,190.63,0,70.8
3551,73.7,575.6,0,432.85
2619,12761.35,120893.3,4806.86,0
1680,2144.98,9688.82,1042.98,90.18
6613,188337.4,1015128.2,150318.94,3245.2
377,2467.37,8762.09,1538.1,724.77
947,273.75,338.12,186.97,0
5874,12322.2,38244.69,9076.74,164.44
536,4357.09,19535.66,1979.52,461.82
1592,1284.36,4092.35,490.59,4516.47
1188,15214.31,157961.36,10032.76,189.68
2816,1857.72,12851.81,2119.25,0
4554,1479.96,22525.46,53.56,69.1
5496,49741.95,191769.89,44088.19,858.27
3646,16457.21,174086.09,14438.27,235.35
5,340.61,2620.61,0,23.62
226,397.7,1502.29,775.38,200.44
3466,106389.36,1458180.36,48772.41,4143.83
119,1139.96,2903.48,0,227.42
6662,55861.54,249172.88,28882.05,221.75
562,4029.56,15801.27,1155.75,44.2
4849,2016.81,12479.24,1839.36,0
83,394.66,1007.03,0,69.7
1526,518.26,2452.02,0,540.47
3963,34328.59,431087.68,19637.69,254.24
6229,28004.86,112603.37,20867.76,2285.03
202,138.13,353.04,0,23.64
5,1482.23,3677.66,0,0
4664,181060.04,896607.76,143011.49,1517.28
46,1423.61,5240.06,1068.33,1577.32
1796,8455.04,24993.83,9115.99,4701.62
2539,2837.42,14145.9,1715.51,0
2488,467.73,1100.84,0,0
2312,11307.13,51170.97,4693.11,188.48
913,1582.86,5707.6,787.36,55.39
341,272.14,1580.42,44.59,68.73
302,965.33,1448.93,625.58,523.94
0,46.09,362.75,0,23.14
3476,7745.26,47604.12,3197.38,0
2344,56558.8,603058.04,36303.49,2129.33
472,92.15,337.25,213.01,83.22
222,310.45,1450.01,0,410.78
6443,1020.08,3559.77,432.84,96.36
292,3089.32,7661.83,922,138.18
224,241,789.7,0,137.77
5579,8973.38,45291.27,6981.41,398.49
679,4985.06,37814.39,3890.96,3721.51
5455,37246.39,160964.09,41164.85,166.67
6326,7339.74,42975.02,5137.49,193.18
2,213.8,8539.92,2379.57,0
0,1982.39,7214.98,0,9174.97
1777,18290.65,88725.13,22243.6,0
1526,6888.79,41566.82,4226.12,498.49
411,2993.13,28361.21,3872.07,0
1426,278.91,1537.18,325.27,482.34
1463,274.34,549.66,44.29,47.18
606,7315.61,35429.17,6454.22,0
0,94.65,582.11,0,95.11
297,114.68,546.01,250.65,0
1188,1341.07,6032.8,694.49,70.83
1395,3543.43,36180.61,3696.88,461.4
1792,11252.84,55622.41,6052.79,457.73
148,665.31,2276.27,1217.22,510.99
2575,31625.13,224732.77,20666.35,2540.47
2084,3636.12,5495.55,2693.09,71.53
10,894.89,5768.89,985.2,3627.56
6200,1481.21,3463.2,1653.97,185.37
458,482.98,1606.18,224.2,23.56
1499,11223.62,70412.01,7797.18,584.44
1387,5295.67,21958.24,6026.5,659.98
392,1234.82,11782.83,1329,0
5,69.26,189.69,484.8,2432.21
730,1654.77,18386.86,68.97,0
19,139.1,317.93,0,339.06
24,83.45,342.73,0,81.45
1229,6729.09,41443.25,4830.89,1642.28
44,1410.69,17473.46,2728.56,1950.08
1833,1592.52,7774.75,938.76,71.49
492,10292.29,33306.13,7882.09,1843.4
818,23.09,22.86,0,0
794,1316.24,6131.14,1712.63,0
511,1018.13,14439.24,0,0
136,8183.9,17691.71,11654.95,2368.72
1200,51636.21,389364.39,34684.11,1491.18
17,2306.65,3571.97,0,0
368,10038.09,65070.45,5584.01,5337.22
2957,1930.93,8425.02,0,0
3349,212493.83,2098511.46,135076.12,642.17
1356,1349.5,33419.49,1759.39,45.63
3656,73832.76,310399.76,84721.98,2888.34
1495,4679.97,24216,1621.34,2141.59
1602,83947.1,714209.47,102036.79,2048.95
1013,13565.15,178179.7,11394.58,362.08
0,57.74,83.84,0,333.16
1565,8321.48,51322.19,3890.07,0
1748,11782.58,86846.05,10337.11,0
1602,2076.68,8891.72,1353.73,0
3323,967.64,5992.19,0,27.51
6519,16770.59,207675.64,12683.91,2083.2
1592,644.79,54934.93,3270.77,0
29,5722.51,6978.75,0,0
0,35.21,35.21,0,70.72
6275,145971.21,590138.46,107925.23,4437.06
3393,13186.51,63988.6,8150.08,2364.5
158,114.79,287.91,0,23.43
3831,35520.19,251332.38,20366.93,3039.15
6212,209828.19,1208291.6,239656.25,4272.16
51,162.81,833.69,0,69.13
122,6819.17,100647.96,2346.27,2319.85
1485,1902.92,11127.87,0,1200.38
409,81.84,325.15,47.25,0
3965,4681,15220.88,4796.07,0
2629,10247.19,60352.16,9447.59,626.38
5243,461012.73,5689407.22,460600.14,0
5002,10693.16,54208.23,7139.38,757.91
4016,19642.13,120583.37,12495.67,473.49
954,1167.73,4231.33,559.21,0
2123,7720.63,43879.34,4760.74,850.52
725,389.2,3379.3,0,0
1122,8584.03,52262.31,5480.39,1328.24
5603,28478.54,49500.14,18127.71,526.73
1682,4102.51,9431.4,2362.33,733.16
1283,2776.97,8558,3450.42,114.96
5815,52660.11,288976.11,44005.38,0
2,22.91,722.96,0,23.47
212,94.28,772.42,176.78,0
2074,29035.39,120416.72,23592.53,1157.25
12,831.79,4150.12,691.04,0
959,18827.71,73399.46,17121.76,1167.63
2875,3569.32,10847.81,5410.7,5957.13
7,151.95,293.1,0,94.01
66,549.73,871.68,93.77,506.93
295,3518.09,26298.81,2082.67,457.54
1984,13575.47,122777.49,8508.44,406.19
5073,81435.15,587232.66,53728.18,0
95,2710.55,12346.51,1357.23,1184.23
5630,5592.37,14788.74,5589.5,0
2271,20697.41,61342.07,14456.97,336.53
2378,3779.04,14461.96,782.44,1772.36
983,486.05,2167.7,209.77,23.06
2634,2230.79,11157.57,859.34,47.13
3340,20635.24,132887.78,22873.94,1098.13
3826,3609.02,21353.84,4518.44,46.1
5187,125215.8,366041.8,126841.01,1290.06
51,922.77,2900.65,0,390.43
66,92.98,810.1,0,0
1098,1920.95,19390.28,0,0
2,34.71,34.71,0,46.49
2,46.83,95.42,93.66,0
436,631.75,2731.35,46.46,131.47
4661,20693.74,86674.54,14078.82,319.74
1069,2215.77,7788.9,5693.91,3473.98
7147,17589.89,57069.26,13317.37,410.53
204,379.95,1863.45,683.26,442.4
2295,5333.18,27329.74,6889.13,140.51
5552,16886.92,61223.56,12441.88,1206.74
134,335.6,657.65,0,140.11
3568,10481.12,117744.93,8460.47,1689.39
1577,34100.8,229734.01,29005.84,447.67
1032,11485.08,112985.05,0,0
6090,16379.99,52545.41,15664.23,0
1151,414.54,1712.19,451.31,47.33
1095,2893.2,21439.11,1664.1,1172.04
4359,2894.97,29331.81,328.75,139.77
1721,845.04,4951.27,650.28,0
214,576.67,1405.33,0,1632.71
280,2455.05,12803.75,1039.16,0
2125,1429.61,5383.27,879.43,45.69
192,2227.75,9086.41,1262.51,761.3
136,5315.41,48673.61,1843.91,357.08
7227,24484.47,123146.55,12065.36,114.02
458,3021.18,11551.93,155.52,0
511,5424.7,49126.05,12328.8,526.32
2780,2828.45,12701.97,1179.6,119.05
0,71.23,71.23,0,3093.96
1487,2239.67,19078.58,1431.72,656.1
7748,3203.56,821.11,1459.24,1437.37
12,207.09,368.58,206.9,995.8
3106,2688.69,10008.88,1291.62,93.78
4907,5075.81,30506.82,2276.86,614.94
1972,1281.71,14570.51,3061.86,557.21
4861,12993.81,77882.72,8328.1,142.79
1103,7383.99,68142.13,5049.68,714.84
1241,1725.52,8502.41,3371.77,441.56
1748,385.2,979.79,146.1,0
243,845.9,5657.1,0,0
2570,4434.22,32153.93,1537.71,324.77
5764,6905.09,27923.08,4065.9,0
5895,24239.78,169063.75,12611.89,368.44
1185,3462.52,10358.15,381.99,0
4642,72052.92,212231.68,47324.81,755.77
3731,12281.5,57925.33,12642.37,0
1468,6466.52,21106.54,0,0
852,45527.05,289618.35,39376.48,3787.03
166,12175.91,112563.43,6611.45,469.44
2714,32231.51,258262.53,12409.38,3045.03
2315,8795.79,38068.94,3705.75,184.57
399,2488.31,9116.37,836.89,1178.72
5321,214297.67,1644929.61,111235.52,1134.29
3994,404643.47,3699121.25,259955.92,23080.9
5073,38844.14,210905.15,26842.28,0
3354,1568.09,4879.7,1740.11,44.71
660,3130.62,15496.73,221.01,0
4116,6915.31,98463.71,0,28004.76
504,160.61,725.82,275.71,1903.23
1952,373.35,422.82,422.29,0
2329,9008.95,76823.43,11946.64,239.21
796,14433.31,96769.41,5377.61,957.6
15,693.9,2984.07,694.51,1011.47
17,1143.92,16010.06,1906.58,361.41
1224,10440.88,32468.32,6793.15,45.93
5321,117617.19,557063.23,101067.71,2075.17
0,115.43,115.43,0,0
5732,101665.82,429146.82,92105.34,91.77
3106,2422.21,25141.69,1634.61,839.25
277,2312.69,16637.13,926.09,1049.49
2088,5034.1,9075.08,4509.48,1042.33
2668,23624.85,48445.12,12973.33,1732.37
27,91.76,204.56,67.08,572.5
2018,3804.93,22140.05,2831.47,185.28
492,1540.95,13386.94,1887.57,673.49
1290,67072.19,438174.21,62746.93,759.09
12,4120.62,4123.31,933.94,0
6246,252153.64,898018.73,204732.1,1937.09
2639,7703.05,33319.83,8246.54,463.12
857,599.49,2336.02,978.64,0
2432,1155.59,4260.52,609.63,0
368,3406.69,23370.13,4022.09,601.91
2738,7433.39,67894.49,3638.34,47.07
146,460.31,1564.7,0,96.76
1465,19788.03,181283.48,12458.86,12123.55
2037,4210.64,4896.17,2958.06,0
2962,32544.88,445087.55,23450.75,807.7
46,1880.56,25113.18,0,0
531,4241.59,18723.05,1650.02,0
2726,27200.95,46342.1,27591.79,615.12
1402,6633.91,33084.11,3318.22,0
4084,1766.96,11554.49,1627.9,0
3113,29716.3,174095.45,23871.55,0
3469,69501.86,825774.66,14055.22,4712.57
1266,713.47,5345.7,404.26,515.71
986,483.2,2548.16,319,109.89
51,93.14,359.39,0,0
1302,7885.18,43376.68,9647.1,222.09
61,974.2,9699.9,1238.37,1968.18
3023,4980.51,34895.74,2486.31,3897.08
1159,839.98,6021.38,207.11,623.62
2510,33376.34,211482.07,42298.08,4343.92
1945,5256.27,24837.03,4824.95,3756.25
63,1951.62,7281.83,1662.58,243.36
1507,1754.71,5900.83,1061,93.63
4949,19633.04,121056.94,12937.53,2340.19
3118,1704.99,8707.08,826.89,0
1677,2735.55,18348.56,1423.12,0
4359,27642.77,134610.62,31984.77,117.46
0,206.19,0,0,1819.63
119,28249.15,179860.52,15234.46,7910.41
1986,4498.22,16740.48,3021.69,0
4369,110632.88,739581.48,71491.72,0
370,1353.93,5638.69,1016.07,187.52
1643,2469.14,11588.86,12114.33,186.82
158,70999.75,286114.46,48990.29,9343.1
5810,18529.08,45933.05,12656.38,215.4
2726,4486.09,18210.15,1898.56,4418.87
4026,3110.62,25742.77,1490.85,46.15
1867,715.09,2783.91,669.12,0
100,1025.06,6398.22,4306.03,473.04
2456,23.7,248.51,0,96.52
609,376.52,907.3,0,163.35
2091,5862.84,12228.54,3572.87,0
803,517.99,1955.41,422.64,469.33
0,227.77,546.89,0,0
1166,26855.97,100129.41,28393.16,0
19,228.04,884.42,0,0
3797,5576.36,25327.78,4588.06,0
41,2528.64,19837.25,0,4457.91
5311,86902.63,388490.37,72743.33,957.53
1443,46930.24,202902.54,42168.44,3346.27
3919,100378.06,526832,90459.6,4847.09
881,4469.36,31518.69,2194.99,438.6
480,599.48,2979.16,0,78.89
5985,3874.8,25975.89,0,4102.02
5099,8844.56,82781.13,7408.45,0
17,1394.62,4209.2,2155.7,0
5,82.42,133.37,0,122.33
3527,34253.39,173927.73,20092.5,1091.54
2488,2200.2,39923.04,5801.6,0
180,5037.16,25494.78,2265.39,1830.7
540,137.08,1682.05,451.58,0
2050,1554.29,3916.5,469.37,203.48
1387,211.82,303.82,0,0
6718,2680.91,28042.96,2110.09,23.08
2127,8622.34,42714.91,2197.32,0
5172,1500.35,9608.38,1121.62,0
4963,25477.43,133043.39,26881.42,0
1098,1975.7,32772.07,469.82,531.21
17,94.13,1498.18,0,23.85
2344,14574.58,49522.43,3884.74,482.77
295,71816.68,290018.2,40771.7,31285.22
2,211.54,1309.33,1291.94,1267.71
1860,13556.61,15298.17,16377.83,1792.04
521,294.16,1449.16,321.63,0
2210,5384.69,45044.74,5675.22,301.76
1490,11752.13,258338.84,0,477.18
2361,5425.79,12842.76,2972.45,0
6716,10052.61,164772.7,6541.49,0
514,894.38,6732.97,0,0
243,981.84,8372.7,1325.53,334.96
1222,522.4,558.09,0,391.46
2144,4492.04,22249.76,3221.52,0
3919,14908.73,102761.07,8902.99,495.03
1234,2210.01,9289.69,5080.77,0
2193,8833.73,179427.7,4418.2,710.3
4255,22593.48,101592.71,19835.92,68.41
2500,12778.62,55642.86,13254.23,451.76
1125,7496.76,58263.38,4781.59,114.47
772,21085.98,95434.26,9258.03,0
2127,3281.29,13369.26,1692.82,0
3410,359.55,1966.49,0,68.09
41,345.22,534.03,233.04,139.91
0,46.85,190.33,93.7,70.57
4243,835.89,7881.73,1309.91,2782.24
1743,798.33,16847.82,0,4124.87
5207,18258.13,174890.82,1776.46,116.81
102,95.13,212.7,236.63,96.5
0,70.83,771.57,0,47.04
4557,1736.07,6261.32,1418.16,96.16
1370,886.29,3285.2,215.71,353.59
643,8843.38,31322.22,0,0
4683,24564.57,131088.09,14731.5,1308.07
380,921.7,5184.69,1025.09,0
4067,129876.46,793975.93,88742.87,234.76
0,35.31,44.49,0,23.6
2495,19025.92,156525.08,8699.53,459
1064,8497.01,69143.32,7747.06,0
5131,7081.67,23219.1,3200.85,94.07
1098,39040.06,115618.27,36875.36,2455.8
1100,22281.78,116005.91,8734.67,9229.21
5063,8036.47,39941.69,4068.95,0
4167,556913.79,3348837.45,486603.03,3190.99
618,498.54,1629.14,223.85,0
2972,1385.34,5043.71,0,116.25
2144,6925.44,33769.1,4375.4,0
0,23.12,126,161.84,92.28
146,368.5,1357.46,0,410.52
2841,7325.72,9885.05,47.3,4657.69
2188,668.04,8139.97,0,0
2,35.49,366.78,94.65,167.09
180,116.31,163.36,0,0
993,462.03,1760.26,234.25,871.94
604,31239.96,127331.39,6171.8,633.02
2909,6432.94,86044.07,2316.16,0
0,35.75,133.93,0,143.7
1879,14040.14,69656.4,14454.32,0
1275,19038.07,118618.38,16804.2,1781.52
1271,2794.74,18382.22,473.36,120.33
4518,650.48,2512.61,0,516.31
4119,1074.21,4626.15,972.35,57.4
49,3402.1,41379.52,2022.44,69.55
4218,4423.82,25979.07,3725.06,47.02
226,4964.71,28256.3,5204.71,1604.94
6723,3750.18,29782.63,4061,176.15
6996,49366.61,81778.27,32731.6,3359.21
3325,10603.49,87017.26,8117.53,497.12
2704,1845.46,5294.06,3459.82,0
1266,3247.8,18457.16,1826.91,0
1911,2539.01,15265.68,0,0
66,372.01,2818.07,232.47,252.53
0,1305.25,4532.47,1087.7,762.99
3023,525.67,2686.14,0,1847.09
2205,3837.32,12538.6,1355.96,669.82
2,239.9,608.24,730.56,245.21
6747,12018.15,54572.82,9194.07,662.28
1529,100364.02,417992.92,75968.99,4525.21
1757,3538.66,25773.36,910.34,1215.3
3213,65066.36,688388.43,46067.74,3132.68
424,1810.42,1990.32,2636.85,92.77
4245,1607.33,13022.15,2518.96,122.5
5574,86592.6,1304187,58813.97,1726.43
1426,2050.86,14280.39,3470.18,0
73,1335.79,9775.05,978.65,1846.74
3909,120.56,247.6,0,0
6282,7024.95,20401.04,2378.43,8095.97
4228,170.48,747.88,0,184.8
784,2383.83,14012.33,1276.95,114.81
1984,44567.26,128653.45,38902.49,4052.78
175,23.52,96.92,94.1,0
5396,51776.27,239966.03,43566.75,1360.68
49,2874.25,16401.82,2762.95,272.64
139,6536.82,26489.7,5010.3,1297.6
32,467.61,3995.34,140.21,1605.47
2315,24.11,256.15,0,0
964,6903.77,66068.44,7124.45,191.32
4644,21277.06,79968.56,25738.87,191.5
3391,6924.86,8513.46,2679.73,0
5029,193143.27,1589140.99,90786,4494.25
436,164.78,480.17,0,0
1125,45.93,256.81,0,0
3741,7087.72,58506.92,2364.68,938.38
509,92.64,147.33,0,0
3084,141.02,1453.23,44.05,0
1241,138.12,587.8,45.89,0
83,4546.95,19056.24,5167.95,119.05
1285,1134.51,4359.92,1102.43,1629.35
543,2392,6781.97,1233.19,0
1772,13799.08,100101.37,9841.5,3133.8
4871,13104.89,146128.55,6760.24,23.17
102,28259.67,458846.74,22346.69,6274.41
4420,3860.51,22927.04,3725.32,25.74
601,1873.96,6139.95,155.02,1467.63
1470,24311.32,215671.19,15805.25,1729.99
2300,9929.88,119984.63,7247.78,988.26
3612,15200.26,83921.56,9165.98,96.56
1770,34275.54,230412.59,18807.66,141.15
1297,5505.33,33475.21,8032.78,228.79
19,222.65,849.67,105.49,127.25
5842,11902.11,57753.51,8132.88,572.22
735,683.07,2882.02,338.29,45.85
436,115.17,4248.51,0,3524.1
494,3626.03,11265.5,4278.73,1344.29
